consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
buenas noches. quería realizar el reclamo ya que no se ha acreditado el saldo correspondiente al boleto estudiantil provincial en la tarjeta sube registrada a mi nombre. saluda atte. walter e. bernasconi. ,2,2,3,1,2018,3,3,2,1,1,7,14,205,0.0,0.8195121951219512,1,33,15,0.9696969696969697,0.024390243902439025,5,0,32.814014,Boleto Universitario
"quiero saber la razón por la cual no se me acreditó el dinero correspondiente a mi tarjeta sube. me ha llegado el mail notificando que ya tenia acreditado mi dinero, pero al consultar el saldo, mi sube no tenía dicho monto. ",5,3,6,1,2017,3,7,3,1,1,27,11,224,0.0,0.7991071428571429,3,42,24,0.8333333333333334,0.017857142857142856,2,0,32.682827,Boleto Universitario
"buenas tardes. mi problema es que varias veces puse mi tarjeta en diferentes centrales sube para que se acredite el boleto estudiantil, luego de que el mes pasado ya se había acreditado normalmente, pero me aparece que no poseo recargas pendientes.  ",0,4,7,1,2018,3,8,4,1,1,3,11,250,0.0,0.816,1,43,23,0.8372093023255814,0.016,2,0,32.391785,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,11,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,32.36187,Boleto Universitario
"quiero acceder al beneficio de boleto estudiantil que tenia el año pasado, y me dice que ya tengo el beneficio asignado, pero no se realizan las cargas del saldo en mi tarjeta sube, como puedo acceder a mi beneficio ya otorgado? ",0,1,8,2,2018,0,4,4,1,0,54,5,229,0.0,0.8034934497816594,0,42,23,0.8333333333333334,0.017467248908296942,1,0,32.32411,Boleto Universitario
"hola, yo inicié el tramite del boleto estudiantil con una sube a mi nombre y la perdí, igualmente nunca se me acreditó el beneficio. ahora compré otra y quiero iniciar el trámite pero me dice que ya tengo el beneficio asignada. que puedo hacer? ",3,1,4,1,2019,3,8,4,1,1,3,5,245,0.0,0.8,5,45,24,0.8666666666666667,0.02040816326530612,2,0,32.12444,Boleto Universitario
"buenas tardes, según la página tengo un beneficio asignado pero todavía no acredito el saldo ",4,4,3,1,2018,2,3,4,1,1,0,11,93,0.0,0.8279569892473119,3,16,6,1.0,0.010752688172043012,1,0,32.02496,Boleto Universitario
"buen día, consulto sobre el boleto estudiantil provincial. en la página de la unlu me dice que tengo el beneficio asignado pero todavía no tengo acreditado. gracias ",1,3,3,1,2018,0,3,4,1,1,54,11,165,0.0,0.8181818181818182,3,28,15,0.8928571428571429,0.01818181818181818,2,0,31.827996999999996,Boleto Universitario
"buenos dias! necesito saber si ustedes me pueden decir porque motivo no se me esta acreditando el saldo del boleto estudiantil, ya que cuando ingreso a mi perfil me dice&quot; la persona ya tiene un beneficio asignado&quot;,pero no se me acredito nada, cuando a mis compañeros si. ",1,4,3,1,2018,1,3,3,1,1,52,11,281,0.0,0.800711743772242,0,48,23,0.8333333333333334,0.02491103202846975,1,0,31.704348,Boleto Universitario
"mi consulta es respecto al boleto provincial,yo hice todo el tramite ya hace mas de una semana y cuando voy al portal sube no me acredita el crédito y no se por que es  ",1,3,5,1,2019,2,6,3,1,1,54,5,169,0.0,0.7869822485207101,1,36,26,0.8333333333333334,0.005917159763313609,1,0,31.56915,Boleto Universitario
"buenas tardes, no se me acredita el beneficio, en si nunca se me acreditó. nose si me falta hacer algún trámite más o acercarme a dicha universidad. saludos  ",3,3,3,1,2019,1,3,4,1,1,54,11,158,0.0,0.7911392405063291,4,30,16,0.8333333333333334,0.02531645569620253,2,0,31.568572999999997,Boleto Universitario
"buenas noches, tramite el boleto estudiantil provincial, y me dice que ya la tengo a la prestacion pero al momento de ir a una terminal para que se acredite me dice que no hay ningun beneficio para ser cargado. quisiera saber como puedo solucionar esto, verdaderamente necesito el beneficio para continuar cursando ",0,4,4,1,2019,3,5,3,1,1,5,5,315,0.0,0.8222222222222222,0,53,29,0.8113207547169812,0.012698412698412698,1,0,31.330208000000002,Boleto Universitario
"con respecto al boleto estudiantil provincial, quisiera saber acerca de la acreditación de dicho beneficio. en los meses de marzo y abril no se me ha acreditado la sube al pasarla por la t.a.s ",5,1,4,1,2019,3,7,4,1,1,3,5,193,0.0,0.8031088082901554,1,35,19,0.8571428571428571,0.02072538860103627,3,0,30.955115999999997,Boleto Universitario
"buenas, tengo asignado el boleto estudiantil en mi tarjeta sube, y los días 20 de cada mes me tienen que acreditar. hasta ahora no me acreditaron nada,  desde el mes de julio que no me acreditan, quiero hacer un reclamo y tampoco puedo, si pueden tener una solución por favor informenme en el tema. muchas gracias ",6,4,8,2,2017,2,6,3,1,0,27,11,314,0.0,0.7898089171974523,2,58,29,0.8103448275862069,0.022292993630573247,2,0,30.942268,Boleto Universitario
"el beneficio del boleto provincial me aparece como ""ya asignado"", pero nunca me cargaron saldo en la tarjeta sube. que puedo hacer en este caso o a dónde me puedo comunicar? .gracias ",6,1,7,1,2018,0,6,3,1,1,3,11,183,0.0,0.7923497267759563,1,33,17,0.8787878787878788,0.03278688524590164,2,0,30.540552,Boleto Universitario
"buenas tarde, ayer fui a una terminal hacer consulta de saldo para que se me acredita el saldo de sube de agosto y me dice que no tengo ningun subsidio. yo hice el tramite y hasta el mes pasado me lo daban. que pudo haber pasado?  gracias,  ",2,2,9,2,2017,1,2,3,1,1,54,11,241,0.0,0.7759336099585062,0,50,31,0.76,0.02074688796680498,2,0,30.271171999999996,Boleto Universitario
cuando apoyó mi tarjeta sube me dice que no tengo recargas pendientes pero nunca se me acredita. quiero volver a hacer el trámite pero dice que ya tengo el beneficio. ,2,3,8,2,2018,3,8,4,1,1,54,11,167,0.0,0.8083832335329342,2,31,17,0.8064516129032258,0.011976047904191617,2,0,30.22043,Boleto Universitario
hice el tramite por el boleto estudiantil hace 2 meses aprox. y aun sigo esperando a que se me acredite el correspondiente derecho.  ,5,5,6,1,2018,2,7,4,1,1,8,5,133,0.0,0.7969924812030075,0,25,16,0.88,0.015037593984962405,2,0,30.144325,Boleto Universitario
"buen día, quería saber cuando se acredita el boleto estudiantil porque no lo veo reflejado y en la página de la unlu me aparece la leyenda &quot;la persona ya tiene un beneficio asignado&quot; ",4,2,3,1,2018,0,3,4,1,1,54,11,193,0.0,0.8031088082901554,3,34,18,0.9411764705882353,0.015544041450777202,1,0,30.085155,Boleto Universitario
hola hace no se me acredita el salgo en la sube sobre el subsidio desde hace 2 meses. gracias ,2,3,4,1,2018,1,4,3,1,1,43,11,94,0.0,0.776595744680851,0,20,13,0.9,0.010638297872340425,1,0,30.028774,Boleto Universitario
en la solicitud del  boleto estudiantil provincial me dice que ya tengo un beneficio asignado. pero es un error. como puedo tramitar de nuevo el beneficio? ,2,3,3,1,2018,3,3,1,1,1,4,11,156,0.0,0.8076923076923077,0,28,16,0.9285714285714286,0.019230769230769232,2,0,29.796090000000003,Boleto Universitario
"hola, hice hace un mes y algo el tramite online para el boleto estudiantil provincial pero no me asignaron nada en la sube. cuando quiero hacer el tramite otra vez me dice que ya tengo un beneficio asignado. &iquest;qué tengo que hacer? ",4,1,5,1,2019,1,8,4,1,1,3,5,237,0.0,0.7974683544303798,1,43,25,0.8372093023255814,0.02109704641350211,2,0,29.791120000000003,Boleto Universitario
"el beneficio del boleto provincial me aparece como &quot;ya asignado&quot;, pero  nunca me cargaron saldo en la tarjeta sube. que puedo hacer en este caso o a dónde me puedo comunicar? .gracias  ",6,1,7,1,2018,0,6,3,1,1,3,11,195,0.0,0.7846153846153846,1,35,18,0.8285714285714286,0.03076923076923077,2,0,29.778702000000003,Boleto Universitario
"el boleto estudiantil dice que ya tengo el beneficio otorgado pero no se carga a mi tarjeta sube, que tengo qur hacer? yo hice el tramite el año pasado ",1,1,3,1,2018,1,7,4,1,1,3,11,152,0.0,0.7960526315789473,0,30,18,0.8333333333333334,0.013157894736842105,1,0,29.687824,Boleto Universitario
"hola buenas tardes, escribo porque hice el tramite por el boleto estudiantil el 3 de agosto y todavía no recibí el saldo en mi tarjeta sube, el beneficio me figura como ya asignado, espero su respuesta, saludos. ",3,4,8,2,2017,1,5,2,1,1,27,11,212,0.0,0.7971698113207547,2,38,19,0.8947368421052632,0.02358490566037736,1,0,29.682594,Boleto Universitario
realice el trámite del boleto estudiantil en mayo y aún no lo acreditan y no me permite realizarlo nuevamente porque dice que tengo un beneficio asignado. que debo hacer para tener el beneficio? ,4,3,7,1,2018,2,5,2,1,1,5,11,195,0.0,0.8205128205128205,2,34,19,0.8823529411764706,0.010256410256410256,1,0,29.667818,Boleto Universitario
realice el trámite del boleto estudiantil en mayo y aún no lo acreditan y no me permite realizarlo nuevamente porque dice que tengo un beneficio asignado. que debo hacer para tener el beneficio? ,4,3,7,1,2018,2,5,2,1,1,5,11,195,0.0,0.8205128205128205,2,34,19,0.8823529411764706,0.010256410256410256,1,0,29.667818,Boleto Universitario
hace aprox. 15 días realice el tramite para que me acrediten el importe del boleto estudiantil en el sistema me figuraba que me enviaban un mail cuando me lo acrediten y nunca me llego quiero saber por que motivo no se me acredito desde ya muchas gracias.  ,3,1,7,1,2018,2,2,4,1,1,4,11,257,0.0,0.7976653696498055,1,49,28,0.7755102040816326,0.007782101167315175,2,0,29.624338,Boleto Universitario
"hola, tengo problemas para lograr cargar el saldo de este mes en mi tarjeta sube del boleto estiudiantil en las terminales para dicha gestion. quisiera saber si debo realizar alguna renovación o trámite nuevamente para acreditarlo o simplemente debo esperar para hacerlo. desde ya muchas gracias. ",3,1,4,1,2018,1,5,3,1,1,27,18,297,0.0,0.8316498316498316,2,47,21,0.8723404255319149,0.013468013468013467,3,0,29.596378,Boleto Universitario
hola queria saber porque este año no se acreditan en mi tarjeta sube el dinero del boleto estudiantil? ,0,3,3,1,2018,1,7,4,1,1,3,11,103,0.0,0.8155339805825242,0,19,11,1.0,0.009708737864077669,1,0,29.505281,Boleto Universitario
"hola, tuve que dar de baja mi sube ya que habia realizado el formulario de boleto provincial y nunca se me acreditaba. compre una nueva sube a mi nombre y quiero volver a registrarla para el boleto provincial pero en la pagina me dice que ya obtengo el beneficio pero nunca se me acredito. como procedo?  ",3,3,8,2,2018,1,8,4,1,1,54,11,305,0.0,0.8,0,58,36,0.6896551724137931,0.013114754098360656,2,0,29.434385,Boleto Universitario
porque no me cargan para el boleto estudiantil provincial. quiero tramitar de nuevo pero me dice que ya poseo el beneficio y no me han hecho la carga ni marzo ni de abril. gracias. espero respuesta urgente. ,1,3,4,1,2018,3,1,2,1,1,4,24,207,0.0,0.8019323671497585,0,38,20,0.8421052631578947,0.01932367149758454,4,0,29.280664,Boleto Universitario
"hola,como andas?? yo llene la planilla para pedir el boleto estudiantil  provincial,. entro a servicios web y pongo click en estudiante, y ahí entro al boleto estudiantil, pero me dice la solicitud no pudo completarse y que yo tengo un beneficio asignado...eso que significa?? que ya me cargan la sube o no?? ",6,2,4,1,2019,0,7,4,1,1,52,5,309,0.0,0.7831715210355987,1,54,31,0.7962962962962963,0.045307443365695796,4,0,28.994870000000002,Boleto Universitario
buenas tardes. no me han acreditado aún el saldo de la tarjeta sube. correspondiente a estudiantes universitarios. debo realizar algun nuevo trámite. yo estoy inscripto desde el año pasado. saludos  ,0,2,4,1,2019,1,1,0,0,0,0,5,199,0.0,0.8190954773869347,2,32,14,0.9375,0.02512562814070352,5,0,28.813433000000003,Boleto Universitario
hola queria saber si voy a tener el beneficio del boleto y cuando se me va a acreditar el saldo en la sube? ,1,5,5,1,2017,1,6,3,1,1,54,14,108,0.0,0.7777777777777778,0,24,15,0.9166666666666666,0.009259259259259259,1,0,28.692234000000003,Boleto Universitario
señores: les queria aser una consulta sobre la recarga q se me asia todo los meses.. tengo q anotarme de nuevo para ser beneficiaria de nuevamente al saldo.. xq ase 4 meses q no me lo cargan la tarjeta sube..y me dijieron q me lo iban cargar este mes de abril pero hasta ahora no se me iso la recarga...y realmente necesito de esa ayuda. ,0,4,4,1,2018,1,5,3,1,1,54,18,338,0.0,0.772189349112426,0,66,41,0.7727272727272727,0.03254437869822485,10,0,28.691175,Boleto Universitario
"hola que tal?, buenos días.  quería consultar sobre el beneficio del boleto estudiantil provincial. realice el tramite hace dos meses y todavía no me lo asignaron, ya ingrese la tarjeta sube en el aparato del buffet de la universidad y no recibo nada. cuando ingreso a la pagina de la unlu para hacer nuevamente el tramite, dice que mi beneficio ya fue asignado. quisiera saber que tengo que hacer. muchas gracias. saludos.  ",4,2,7,1,2018,0,8,4,1,1,43,5,425,0.0,0.8,3,75,38,0.7733333333333333,0.02588235294117647,7,0,28.61073,Boleto Universitario
"la maquina para cargar la sube me dice que no tengo cargas pendiente y no me carga la sube y después me dice que tengo el beneficio, a la mayoría de mis compañeros ya le acreditaron la plata en la sube  ",2,1,4,1,2018,1,5,3,1,1,54,5,203,0.0,0.7881773399014779,2,43,30,0.6511627906976745,0.0049261083743842365,1,0,28.535286,Boleto Universitario
hola quisiera saber cuando tendría el boleto estudiantil? hice el trámite hace dos semanas.. me dice que ya tengo el beneficio pero no se me acreditó nada ,5,1,9,2,2017,2,7,4,1,1,54,11,155,0.0,0.8064516129032258,3,28,17,0.8928571428571429,0.01935483870967742,2,0,28.510212,Boleto Universitario
"hola quería consultar algo sobre el boleto estudiantil, mande la solicitud hace aproximadamente 3 semanas y todavía no me cargaron ningun saldo, siendo que a todos ya se lo acreditan. ingreso para realizar nuevamente el trámite y me salta que ya tengo un beneficio asignado. como hago? ",3,2,4,1,2019,3,8,4,1,1,3,5,286,0.0,0.8146853146853147,3,48,23,0.8958333333333334,0.017482517482517484,2,0,28.492033000000003,Boleto Universitario
qeria consultar porque el sistema de boleto estudiantil dice que ya tengo el beneficio pero cuando pongo la tarjeta en la termina de sube de  la facultad me dice que no tengo ninguna carga pendiente ,2,4,6,1,2018,2,6,4,1,1,54,5,199,0.0,0.8190954773869347,0,37,20,0.7567567567567568,0.0,1,0,28.422901,Boleto Universitario
"con respecto al boleto estudiantil, no se me acreditó el saldo a la sube, donde tendría que reclamar o debo increíblemente de nuevo en la página portal sube?????? ",1,3,8,2,2017,1,3,1,1,1,3,11,163,0.0,0.7791411042944786,4,29,15,0.9655172413793104,0.049079754601226995,1,0,28.31986,Boleto Universitario
"realice el trámite para el beneficio de la sube,pero no pude cargar la sube en la terminal. quise hacer el trámite por internet otra vez y me dice que ya tengo el beneficio. que tengo que hacer?  ",0,3,3,1,2019,0,2,4,1,1,0,5,196,0.0,0.7857142857142857,2,39,25,0.7435897435897436,0.02040816326530612,2,0,28.031258,Boleto Universitario
"hola quería saber cuando se me acreditara el boleto estudiantil, ya que inicie el tramite el 24/06/17 y todavía no se me acredito nada. ",3,3,8,2,2017,1,7,4,1,1,5,5,136,0.0,0.75,2,25,13,0.84,0.014705882352941176,1,0,27.820947999999998,Boleto Universitario
"buen día. quería tramitar el beneficio de boleto estudiantil pero cuando inicio el trámite me dice error de credenciales. como puedo proceder para obtenerlo. muchas gracias. saludos, elizabeth ",0,1,3,1,2018,1,2,4,1,0,54,11,193,0.0,0.8290155440414507,3,29,12,0.9310344827586207,0.025906735751295335,4,0,27.813290000000002,Boleto Universitario
"buenas tardes,entro a la sección de boleto estudiantil y me dice que ya  tengo asignado el boleto  pero cuando inicie el trámite dijieron que recibiría un correo para habilitar el crédito,recibí un link pero ese link dice no tener una página existente,y no se me habilitó el credito y nose cual es es error.  muchas gracias ",4,4,8,2,2017,2,7,4,1,1,3,5,324,0.0,0.8055555555555556,7,60,36,0.7333333333333333,0.012345679012345678,1,0,27.739378000000002,Boleto Universitario
"hola.  mi cuonsulta es por el boleto provincial, el cual no se me acreditó durante este mes en la sube, por lo que no tengo saldo para viajar y necesito una respuesta.  gracias.  ",0,4,10,2,2018,1,8,4,1,1,0,5,179,0.0,0.770949720670391,1,37,24,0.8378378378378378,0.027932960893854747,3,0,27.661718,Boleto Universitario
"hola buenas tardes, les comento que durante los meses de marzo y abril no se me ha acreditado el beneficio del boleto estudiantil provincial. quería saber si me podrían dar una respuesta al respecto. gracias  ",3,3,4,1,2018,2,7,3,1,0,54,11,209,0.0,0.8133971291866029,2,37,19,0.9459459459459459,0.014354066985645933,2,0,27.638,Boleto Universitario
"en el tramite boleto estudiantil sale una leyenda: el estudiante tiene un beneficio otorgado, pero no pude terminar la inscripcion para elegir una cabecera para ir a cargar, donde lo soluciono o como? ",2,4,4,1,2018,2,8,4,1,0,2,5,201,0.0,0.8159203980099502,0,34,18,0.9117647058823529,0.01990049751243781,1,0,27.584543,Boleto Universitario
"hola, que tal, acabo de perder mi tarjeta sube, la cual tenia asignada el beneficio del boleto estudiantil, y cuando quiero gestionar de vuelta el boleto desde mi perfil de estudiante, con una nueva tarjeta sube, me aparece que yo ya poseo el beneficio, quiera saber que puedo hacer para que el boleto estudiantil se cargue a mi nueva tarjeta sube? o si es que se asigna automáticamente, desde ya muchas gracias. ",6,3,9,2,2019,2,4,2,1,1,25,11,413,0.0,0.801452784503632,1,73,34,0.726027397260274,0.024213075060532687,1,0,27.524016999999997,Boleto Universitario
no puedo hacer el tramite de boleto estudiantil provincial. me salta error de credenciales. no se que debo hacer. pueden ayudarme? ,0,1,3,1,2018,1,4,2,1,1,8,5,131,0.0,0.8091603053435115,0,22,10,0.9090909090909091,0.030534351145038167,3,0,27.478554,Boleto Universitario
"buenas tardes, inicie mi trámite del boleto estudiantil provincial el 29/08/2018 y aún no se me ha acreditado el beneficio. soy de general rodriguez, gracias ",4,1,11,2,2018,1,4,3,1,1,54,11,158,0.0,0.759493670886076,2,26,13,0.9615384615384616,0.0189873417721519,1,0,27.420221,Boleto Universitario
"no se como iniciarme en el tramite del boleto estudiantil provincial, al iniciar el tramite me dice que ya tengo el beneficio asignado. ",5,3,4,1,2018,3,7,4,1,1,2,11,136,0.0,0.8161764705882353,0,24,14,0.875,0.014705882352941176,1,0,27.253248,Boleto Universitario
"hola buenas tardes, queria consultar por el tema del boleto estudiantil provincial. yo realice el tramite y me dice que tengo un beneficio otorgado pero de todas formas no se me brinda la carga en mi sube. ni en el mes de abril , ni de mayo se me cargo nada no sabría por que.  gracias  ",5,1,5,1,2019,1,8,4,1,1,54,11,287,0.0,0.7804878048780488,1,59,38,0.7796610169491526,0.017421602787456445,3,0,27.225353000000002,Boleto Universitario
"buenas tardes, queria consultar a quien responda , a mi se me acredita el saldo en la sube del boleto estudiantil a partir del 20, hoy volví a intentar y aún no se carga, hay alguna demora en la carga o algo por el estilo? ya que esa carga corresponde a junio, desde ya muchas gracias ",3,4,6,1,2018,1,6,3,1,1,43,11,285,0.0,0.775438596491228,2,57,33,0.8070175438596491,0.021052631578947368,1,0,27.116535,Boleto Universitario
hola queria saber cuando acreditan el boleto provincial porque todavia no me cargaron a mi y a varias personas que lo tienen si.   saludos! ,1,3,4,1,2019,1,8,4,1,0,27,5,140,0.0,0.8,0,27,14,0.8888888888888888,0.014285714285714285,1,0,27.047971999999998,Boleto Universitario
"buen día quería hacer una consulta sobre el tema del boleto estudiantil, yo me tengo que anotar todos los meses para que me acrediten el saldo en la sube?? ya que el mes pasado me lo acreditaron y este mes no lo cargaron aun.  muchas gracias. ",3,3,8,2,2017,3,5,4,1,0,19,5,243,0.0,0.7860082304526749,2,48,30,0.8125,0.0205761316872428,2,0,27.022485999999997,Boleto Universitario
"buenos días, realicé el trámite correspondiente al boleto estudiantil provincial hace aproximadamente 20 días. el problema es que indiqué un numero de sube que sufrió una rotura y tuve que comprar otra. quería saber como puedo hacer para que la precarga se me acredite en la nueva tarjeta. gracias ",2,4,3,1,2018,0,5,2,1,1,25,5,298,0.0,0.8154362416107382,7,50,24,0.9,0.013422818791946308,3,0,26.907154,Boleto Universitario
no he podido ingresar a registrarme al boleto estudiantil provincial.. al hacerlo me dice error de credenciales.. podrian solucionarlo? gracias! ,6,2,7,1,2019,3,4,2,1,0,54,11,145,0.0,0.8206896551724138,0,21,9,0.9523809523809523,0.041379310344827586,4,0,26.871492,Boleto Universitario
