consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
"el boleto estudiantil dice que ya tengo el beneficio otorgado pero no se carga a mi tarjeta sube, que tengo qur hacer? yo hice el tramite el año pasado ",1,1,3,1,2018,1,7,4,1,1,3,8,152,0.0,0.7960526315789473,0,30,18,0.8333333333333334,0.013157894736842105,1,0,30.430944,Boleto Universitario
"hace mas o menos un mes hice el tramite por el boleto estudiantil provincial, y ahora cuando lo quiero volver a hacer porque al parecer no salí beneficiada ya que no me cargaron la sube; me dice que ya tengo un beneficio asignado. que quiere decir eso? ",4,4,8,2,2018,1,5,3,1,1,0,8,253,0.0,0.7984189723320159,1,48,28,0.8541666666666666,0.015810276679841896,1,0,30.399794,Boleto Universitario
hola buenas! queria conultar por el boleto estudiantil ya hice el tramite pero dice que tengo un beneficio asignado..quisiera saber cual es ese beneficio?? por que no se puede completar mi solicitud?? ,3,3,5,1,2017,0,5,3,1,1,54,4,201,0.0,0.8059701492537313,0,33,19,0.9090909090909091,0.03482587064676617,2,0,29.324115999999997,Boleto Universitario
"hola buenas tardes, queria consultar por el tema del boleto estudiantil provincial. yo realice el tramite y me dice que tengo un beneficio otorgado pero de todas formas no se me brinda la carga en mi sube. ni en el mes de abril , ni de mayo se me cargo nada no sabría por que.  gracias  ",5,1,5,1,2019,1,7,4,1,1,54,8,287,0.0,0.7804878048780488,1,59,38,0.7796610169491526,0.017421602787456445,3,0,29.2528,Boleto Universitario
"buenas tardes,                          quise tramitar el boleto estudiantil provincial y me figura como que ya tengo un beneficio asignado. lo cual no comprendo porque no tengo ningún beneficio anterior a realizar este trámite. quisiera saber si se puedo realizar con éxito el trámite del boleto estudiantil o si hubo un error.   &iexcl;muchas gracias! ",1,1,3,1,2018,1,4,4,1,1,3,4,354,0.0,0.7570621468926554,4,80,50,0.55,0.01694915254237288,3,0,29.193357000000002,Boleto Universitario
"buenas tardes queria saber porque me dice error de credenciales al momento de hacer el boleto estudiantil provincial , hasta el mes pasado pude cargar el dia de hoy quiero cargarlo y no poseo mas el beneficio&iquest; que tengo que hacer ? ",0,1,3,1,2018,0,6,3,1,1,3,8,239,0.0,0.8075313807531381,0,43,22,0.8372093023255814,0.012552301255230125,1,0,29.039064,Boleto Universitario
"buenos días. hice el tramite del boleto estudiantil provincial pero a la semana me robaron la sube, la di de baja y puse otra a mi nombre. cuando quise volver a hacer el tramite me dice que ya tengo asignado un beneficio pero no me cargaron nada. &iquest;como puedo hacer para cancelar el tramite o hacer que me carguen en la nueva sube?  ",0,2,8,2,2018,1,8,4,1,1,2,4,339,0.0,0.7905604719764012,1,65,36,0.7384615384615385,0.017699115044247787,3,0,28.951634999999996,Boleto Universitario
"buenos dias, el año pasado yo tenia asignado el boleto estudiantil provincial, pero se me rompio la sube, entonces la denuncie por rotura, este año me compre otra sube, la registre a mi nombre e intente hacer el boleto estudiantil provincial pero no me deja hacerlo, porque dice que ya poseo el beneficio. &iquest;como puedo hacer para asignarle el beneficio a mi sube nueva? ",5,3,4,1,2018,1,7,3,1,1,25,4,376,0.0,0.8031914893617021,0,65,33,0.7538461538461538,0.023936170212765957,1,0,28.83735,Boleto Universitario
"hola quise hacer el tramite para el beneficio del boleto estudiantil  y me dice que ya tengo un beneficio asignado, queria saber cual es ese beneficio?? ",3,1,6,1,2017,2,6,3,1,1,54,4,153,0.0,0.803921568627451,0,28,16,0.8928571428571429,0.0196078431372549,1,0,28.791481,Boleto Universitario
"hola buenas tardes, queria consultar por el beneficio del boleto estudiantil, en la pagina me dice que ya tengo asignado el beneficio pero cuando voy a la estacion de la universidad no me realiza la carga. queria saber a que se debe. mi numero de tarjeta sube es 6061268033831906 ",0,4,6,1,2017,2,6,3,1,0,29,4,280,0.0,0.7535714285714286,0,50,28,0.8,0.014285714285714285,2,0,28.239523,Boleto Universitario
buenas noches estoy sin recibir mi carga mensual en la sube hace tiempo y en las maquinas me informan que no pertenezco a ningún beneficio. quería consultarles si es necesario renovar el boleto estudiantil o hacer algún tramite nuevo desde ya muchas gracias!  ,3,2,3,1,2019,3,8,4,1,1,17,4,260,0.0,0.823076923076923,3,45,20,0.9555555555555556,0.007692307692307693,1,0,28.177332,Boleto Universitario
buen día la consulta es porque hice los tramites para mi titulo y pertenezco a la colación 111 y aun no recibí mas novedades. quería saber si estaba todo bien o falta alguna documentación.  desde ya les agradezco y aguardó su respuesta. ,0,3,2,1,2018,0,5,2,1,1,41,8,237,0.0,0.7932489451476793,6,44,26,0.9090909090909091,0.012658227848101266,3,0,28.036306,Boleto Universitario
hola del año pasado soy estudiante y tengo y hice el tramite por el boleto estudiantil a nivel provincial y no se hace efectiva la carga este año. y este año estoy cursando en lujan y quisiera sacar el boleto a nivel municipal y no  me permite sacar este boleto. no se que tramite tendria que hacer para tener mi boleto estudiantil. gracias ,3,2,3,1,2019,2,1,4,1,1,5,8,341,0.0,0.8035190615835777,0,65,37,0.676923076923077,0.008797653958944282,3,0,28.028565999999998,Boleto Universitario
"hola buenas noches, tengo un inconveniente con la carga del boleto estudiantil. dice que no tengo cargas pendientes. y cuando quiero registrarme en el sistema dice que ya tengo asignado un beneficio. quisiera saber qué debo hacer para solucionar este inconveniente. espero una pronta respuesta. desde ya muchas gracias ",6,3,3,1,2018,3,4,4,1,0,43,4,319,0.0,0.8275862068965517,1,50,22,0.88,0.018808777429467086,5,0,28.020758,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,8,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,27.934234999999997,Boleto Universitario
"buenos días, hace unos meses realice el trámite de boleto estudiantil y me lo asignaron.. hace un mes aproximadamente perdí la sube y al comprar una nueva la registre a mi nombre pero no me asignaron más el boleto estudiantil y no puedo volver a realizar el trámite porque me dice que ya tengo asignado el beneficio.. mi consulta es cómo puedo volver a obtenerlo, desde ya muchas gracias  ",3,3,10,2,2017,0,7,4,1,1,54,4,389,0.0,0.8046272493573264,6,71,39,0.7183098591549296,0.015424164524421594,4,0,27.443997999999997,Boleto Universitario
"no se como iniciarme en el tramite del boleto estudiantil provincial, al iniciar el tramite me dice que ya tengo el beneficio asignado. ",5,3,4,1,2018,3,7,4,1,1,2,8,136,0.0,0.8161764705882353,0,24,14,0.875,0.014705882352941176,1,0,27.269674,Boleto Universitario
"buenos dias!  quería consultar, por que cuando ingresó a tramitar el boleto estudiantil me dice que ya tengo el beneficio asignado si eso no es así? ?  ",0,4,11,2,2017,0,5,0,0,0,0,8,152,0.0,0.7828947368421053,3,30,18,0.8666666666666667,0.02631578947368421,1,0,27.19235,Boleto Universitario
"hola buenas tardes, quería saber por qué me aparece que ya soy beneficiaria del boleto estudiantil, y cuando acerco mi tarjeta sube a la terminal para hacer la correspondiente carga, me dice que no tengo saldo para cargar. muchas gracias, saludos ",0,3,3,1,2019,3,7,4,1,1,54,4,247,0.0,0.8137651821862348,2,42,21,0.9047619047619048,0.020242914979757085,1,0,27.190734999999997,Boleto Universitario
"todavia no tengo el beneficio de boleto estudiantil provincial, aunque ahi dice que ya fue asignado, mi consulta es como hago efectivo el credito en la sube o la asignacion  ",6,1,4,1,2019,3,7,4,1,1,43,4,174,0.0,0.8103448275862069,0,32,20,0.90625,0.011494252873563218,1,0,26.788861999999998,Boleto Universitario
hola yo realicé los trámites del boleto estudiantil pero ahora me dice que ya tengo un beneficio asignado quisiera saber qué tengo que hacer? ,1,1,6,1,2017,1,7,4,1,1,54,4,142,0.0,0.823943661971831,3,25,13,0.92,0.007042253521126761,1,0,26.639678999999997,Boleto Universitario
"hola, que tal, acabo de perder mi tarjeta sube, la cual tenia asignada el beneficio del boleto estudiantil, y cuando quiero gestionar de vuelta el boleto desde mi perfil de estudiante, con una nueva tarjeta sube, me aparece que yo ya poseo el beneficio, quiera saber que puedo hacer para que el boleto estudiantil se cargue a mi nueva tarjeta sube? o si es que se asigna automáticamente, desde ya muchas gracias. ",6,3,9,2,2019,2,4,2,1,1,25,8,413,0.0,0.801452784503632,1,73,34,0.726027397260274,0.024213075060532687,1,0,26.577278000000003,Boleto Universitario
"buen dia, queria saber cuándo se acredita el boleto estudiantil provincial. ya que en la pagina me pone que ya tengo beneficio asignado. gracias ",4,1,4,1,2019,0,8,4,1,1,54,8,145,0.0,0.8137931034482758,1,25,13,0.92,0.020689655172413793,2,0,26.478565000000003,Boleto Universitario
"hola buenas tardes! hace varios dias que hice el tramite del boleto estudiantil y ya lo habilitaron pero a mi no me aparece nada,al acreditar la carga tampoco y queria saber ese motivo.desde ya muchas gracias ",3,2,4,1,2019,1,8,4,1,1,5,4,209,0.0,0.8133971291866029,0,37,20,0.9459459459459459,0.014354066985645933,1,0,26.385215999999996,Boleto Universitario
"buenas noches, una consulta, quería saber si la carga de la sube del boleto universitario se cargan a partir del mes que viene? yo ingreso a la página,acepto los términos y condiciones y me dice que ya tengo el beneficio, pero aun no se me carga en la sube  ",5,4,3,1,2018,3,7,4,1,1,54,14,258,0.0,0.7868217054263565,3,51,33,0.7647058823529411,0.01937984496124031,1,0,26.074684,Boleto Universitario
"hola, inicie el tramite para e boleto estudiantil, y me dice que ya tengo beneficio asignado. que deberia hacer?? ",1,2,3,1,2018,0,3,2,1,0,5,4,114,0.0,0.7894736842105263,0,20,10,0.95,0.043859649122807015,1,0,26.024384,Boleto Universitario
"buen dia. quisiera saber si se dictan clases de portugues humanistico, comision 27 en la sede de lujan (de 14 a 18hs), aula 111. el dia 17/03 el docente se qusento ",4,5,3,1,2017,0,4,3,1,1,4,11,164,0.0,0.6890243902439024,0,32,20,0.90625,0.024390243902439025,2,0,25.936998000000003,Boleto Universitario
"buen día, consulto sobre el boleto estudiantil provincial. en la página de la unlu me dice que tengo el beneficio asignado pero todavía no tengo acreditado. gracias ",1,3,3,1,2018,0,3,4,1,1,54,8,165,0.0,0.8181818181818182,3,28,15,0.8928571428571429,0.01818181818181818,2,0,25.790985,Boleto Universitario
"hola, hice el tramite del boleto provincial a principios de agosto y no recibi la carga. queria saber porque  ",1,1,9,2,2018,0,7,3,1,1,54,8,110,0.0,0.8,0,21,10,0.9523809523809523,0.01818181818181818,1,0,25.733960999999997,Boleto Universitario
"hola, quiero hacer el formulario para el boleto estudiantil provincial, pero dice que ya tengo el beneficio pero no me cargan el dinero. que tengo que hacer? ",1,2,4,1,2019,1,8,4,1,1,27,14,158,0.0,0.8037974683544303,0,28,15,0.75,0.02531645569620253,1,0,25.712387,Boleto Universitario
"buenas noches, yo tramité el boleto estudiantil provincial y me otorgaron el beneficio. el problema es que una sola vez pude recargar mi sube y ahora me dice que no tiene cargas pendientes, quería saber el motivo de la suspensión del beneficio y si se puede arreglar ya que es de mucha ayuda para mi.  ",3,3,8,2,2019,3,6,2,1,1,54,8,302,0.0,0.8013245033112583,3,57,34,0.8070175438596491,0.013245033112582781,2,0,25.642635000000002,Boleto Universitario
"hola yo quiero hacer el boleto estudiantil provincial, y me dice que ya tengo un beneficio asignado, es el de tarifa social federal de transporte. teniendo eso no se puede hacer? muchas gracias. ",3,2,12,2,2018,2,8,4,1,1,19,8,195,0.0,0.8051282051282052,0,34,17,0.9411764705882353,0.02564102564102564,2,0,25.636288,Boleto Universitario
"hola,como andas?? yo llene la planilla para pedir el boleto estudiantil  provincial,. entro a servicios web y pongo click en estudiante, y ahí entro al boleto estudiantil, pero me dice la solicitud no pudo completarse y que yo tengo un beneficio asignado...eso que significa?? que ya me cargan la sube o no?? ",6,2,4,1,2019,0,7,4,1,1,52,4,309,0.0,0.7831715210355987,1,54,31,0.7962962962962963,0.045307443365695796,4,0,25.631458,Boleto Universitario
"buenas tardes,  me gustaría saber que beneficio tengo asignado?  intento hacer el tramite del boleto estudiantil y no me lo acepta porque tengo un beneficio asignado del cual no estoy enterada.  aguardo respuesta. ",4,5,3,1,2019,1,5,3,1,1,3,4,214,0.0,0.8130841121495327,1,37,16,0.7837837837837838,0.018691588785046728,2,0,25.59229,Boleto Universitario
porque no me cargan para el boleto estudiantil provincial. quiero tramitar de nuevo pero me dice que ya poseo el beneficio y no me han hecho la carga ni marzo ni de abril. gracias. espero respuesta urgente. ,1,3,4,1,2018,3,1,2,1,1,4,17,207,0.0,0.8019323671497585,0,38,20,0.8421052631578947,0.01932367149758454,4,0,25.576574,Boleto Universitario
hola buen dia.. quería saber sobre el boleto estudiantil municipal..   cuando se sabe si puedo obtener el beneficio?. graciaa ,4,2,4,1,2018,0,6,4,1,1,3,4,126,0.0,0.7857142857142857,1,22,10,0.8636363636363636,0.047619047619047616,5,0,25.564567999999998,Boleto Universitario
"hola, mire la consulta que tengo es que al seleccionar iniciar tramite del boleto estudiantil, me dice que ya tengo asignado un beneficio, yo ya registre mi sube y ya había seleccionado iniciar tramite, descargue la solicitud. y ahora que debo hacer?? ",1,2,3,1,2018,3,8,4,1,1,3,8,252,0.0,0.8055555555555556,1,43,23,0.7906976744186046,0.027777777777777776,1,0,25.561867000000003,Boleto Universitario
hola buenas tarde..mi consulta es por la carga del boleto estudiantil..aún no me han cargado y quería saber si tengo que hacer devuelta el trámite ..espero repuesta  gracias ,3,4,3,1,2018,2,8,4,1,1,54,8,174,0.0,0.7988505747126436,3,30,14,0.9666666666666667,0.034482758620689655,6,0,25.515401999999998,Boleto Universitario
hice el tramite del boleto estudiantil hace 10 dias y todavia no tengo respuestas. queria saber si estaba el tramite bien hecho..  ,6,3,4,1,2018,3,4,2,1,1,43,4,131,0.0,0.7862595419847328,0,24,13,0.875,0.022900763358778626,3,0,25.403025,Boleto Universitario
"hola!  yo hice el tramite por el boleto estudiantil hace tiempo, pero hace ya unos dos meses aproximado, la sube ya no se me recarga al apoyarla en la terminal electrónica de la universidad. quería saber si ustedes me podrían asesorar que puedo hacer y porqué ya no me carga. espero respuesta gracias y saludos. ",5,3,3,1,2019,2,6,2,1,1,3,11,312,0.0,0.8012820512820513,4,57,32,0.8070175438596491,0.019230769230769232,3,0,25.371544,Boleto Universitario
"buenas tardes, tengo el beneficio del boleto estudiantil que brinda la unlu. el tramite ya lo hice varias veces, pero esa sube se me rompió, ya registre otra pero no logro hacer de nuevo el tramite con la ultima sube, quisiera  saber como solucionarlo. gracias ",1,4,11,2,2017,1,6,3,1,1,5,4,261,0.0,0.8007662835249042,1,47,24,0.851063829787234,0.022988505747126436,2,0,25.338652,Boleto Universitario
"buenas noches queria saber como hago para hacer el tramite del boleto estudiantil, porque me aparece esto ( la persona ya tiene un beneficio asignado) pero no tengo ningún beneficio, si me ayudaran en saber cual es problema, desde ya muchas gracias.   ",3,1,8,2,2018,3,6,3,1,1,43,4,252,0.0,0.8015873015873016,1,45,22,0.8888888888888888,0.015873015873015872,1,0,25.206974,Boleto Universitario
"buenas tardes,  queria consultar por el beneficio sube, ya que dice que tengo el beneficio asignado y no es asi.  muchas gracias.  saludos ",0,3,9,2,2017,0,4,0,0,0,54,11,139,0.0,0.7841726618705036,0,27,15,0.7777777777777778,0.02877697841726619,2,0,25.172743,Boleto Universitario
"consulta de mi sube, que hace masomenos 2 meses no me cargan el boleto y no se como hacer para volver a tener mi beneficio. ",1,3,3,1,2018,0,8,4,1,1,4,8,124,0.0,0.7741935483870968,0,26,16,0.9230769230769231,0.016129032258064516,1,0,25.155054,Boleto Universitario
en la solicitud del  boleto estudiantil provincial me dice que ya tengo un beneficio asignado. pero es un error. como puedo tramitar de nuevo el beneficio? ,2,3,3,1,2018,3,2,1,1,1,4,8,156,0.0,0.8076923076923077,0,28,16,0.9285714285714286,0.019230769230769232,2,0,25.090736,Boleto Universitario
"hola, hise el trámite por la sube.. el boleto provincial y me dice que la solicitud no pudo completarse porque ya tengo un beneficio  asignado. por que dice eso sí no tengo ningún beneficio? ",0,1,5,1,2019,2,6,4,1,0,0,4,191,0.0,0.7905759162303665,3,36,22,0.7777777777777778,0.02617801047120419,3,0,25.051502,Boleto Universitario
"hola queria saber porque no se me acredita la carga en la sube del boleto estudiantil. muchas gracias.   entro a la pagina , y me aparace que ya tengo el beneficio asignado , pero no se me acredita la carga. y a todo el mundo se le acredito , gracias ! ",1,2,4,1,2019,2,6,3,1,1,3,8,253,0.0,0.7628458498023716,0,54,34,0.7037037037037037,0.02766798418972332,3,0,24.982616,Boleto Universitario
"hola queria saber porque no se me acredita la carga en la sube del boleto estudiantil. muchas gracias.   entro a la pagina , y me aparace que ya tengo el beneficio asignado , pero no se me acredita la carga. y a todo el mundo se le acredito , gracias ! ",1,2,4,1,2019,2,6,3,1,1,3,8,253,0.0,0.7628458498023716,0,54,34,0.7037037037037037,0.02766798418972332,3,0,24.982616,Boleto Universitario
"buenas tardes quiero hacer el trámite del boleto estudiantil y me dice que ya tengo el beneficio, hace unos días me puse en contacto por este medio y me dijeron que pase la tarjeta por un terminal sube pero me dice que no tengo cargas pendientes. como lo puedo solucionar? gracias  ",2,3,8,2,2018,1,2,4,1,1,43,4,282,0.0,0.8049645390070922,2,53,33,0.7924528301886793,0.010638297872340425,1,0,24.842987,Boleto Universitario
"hola, yo inicié el tramite del boleto estudiantil con una sube a mi nombre y la perdí, igualmente nunca se me acreditó el beneficio. ahora compré otra y quiero iniciar el trámite pero me dice que ya tengo el beneficio asignada. que puedo hacer? ",3,1,4,1,2019,3,8,4,1,1,3,4,245,0.0,0.8,5,45,24,0.8666666666666667,0.02040816326530612,2,0,24.807318,Boleto Universitario
hola buenos dias! hace unos dias envie un consulta por el tema del beneficio del boleto estudiantil dado que perdi mi sube con la que me habian habilitado el servicio. quisiera saber como tengo que hacer para continuar con el beneficio pero en una tarjeta nueva ! muchas gracias!  ,2,3,9,2,2018,3,5,2,1,1,54,4,281,0.0,0.8078291814946619,0,51,30,0.8431372549019608,0.014234875444839857,1,0,24.735909,Boleto Universitario
"hola que tal, una consulta; hice el tramite del boleto estudiantil provincial y me figura que ya está asignado pero fui a una terminal electrónica y dice que no soy beneficiario, tampoco tengo descuento en sube ni nada por el estilo. como lo puedo activar? desde ya muchas gracias! ",6,2,3,1,2018,2,8,4,1,1,43,8,282,0.0,0.8049645390070922,2,50,31,0.88,0.02127659574468085,1,0,24.731686,Boleto Universitario
"buen día.. mi consulta es por el boleto universitario, tengo el beneficio pero no me  cargan la sube.&iquest;qué debo hacer? ",5,5,3,1,2018,0,8,2,1,1,5,8,125,0.0,0.776,2,22,13,0.9090909090909091,0.048,3,0,24.654327,Boleto Universitario
"hola, me hice el tramite de boleto estudiantil y me dice que a tengo el beneficio asignado, pero no me lo aplica a los viajes. quisiera saber cual es el problema. gracias ",1,4,3,1,2018,3,8,4,1,1,1,4,171,0.0,0.7894736842105263,0,33,20,0.8484848484848485,0.023391812865497075,2,0,24.586794,Boleto Universitario
"hola. yo hice un cambio de plan en mi carrera (del plan 17.11 al plan vigente 17.13) y todavía no me figura el cambio en el perfil estudiantil web; quería saber si esta la solicitud pendiente y si tengo que hacer algún tramite o formulario para efectuar la transición.  desde ya, muchas gracias! ",0,2,3,1,2016,2,5,2,1,0,17,4,296,0.0,0.7601351351351351,4,55,30,0.8363636363636363,0.02364864864864865,4,0,24.569576,Boleto Universitario
"buenas, yo habia hecho una consulta porque hice el trámite del boleto provincial y se había trabado la página. a su vez, dice que ya tengo un beneficio. ayer, por primera vez, puse la sube en una terminal sube y dice que no estoy adherida a ningún beneficio. como puedo hacer para solucionarlo? gracias ",3,4,5,1,2018,0,6,3,1,0,27,11,303,0.0,0.7953795379537953,4,55,31,0.8363636363636363,0.026402640264026403,3,0,24.527310999999997,Boleto Universitario
"hola , queria consultar por que hace unos días intente hacer &amp;#65279;el boleto provincial, llene con mis datos pero cuando quise finalizar el tramite no carga y no me deja enviar los datos . ya lo intente muchas veces y no se puede ",2,3,3,1,2019,2,8,4,1,1,3,4,236,0.0,0.7669491525423728,1,44,24,0.8863636363636364,0.0211864406779661,1,0,24.454384,Boleto Universitario
hola queria saber si me tengo que anotar de nuevo en el boleto estudiantil provincial porque figuro q cuento con el beneficio pero todavia no me llego la carga del boleto. gracias ,1,2,4,1,2018,1,2,1,1,1,0,8,180,0.0,0.8166666666666667,0,33,16,0.9393939393939394,0.005555555555555556,1,0,24.404870000000003,Boleto Universitario
hola buenos dias..una consulta..yo hice el tramite del boleto provincial y no habilitaban ninguna carga..y ahora lo quice hacer de nuevo xq nose si me lo haceptaron o que..y me dice que ya cuento con un servicio..eso q quiere decir??.desde ya muchas gracias!.agradeceria la respuesta.. ,2,5,5,1,2019,0,8,4,1,1,52,4,286,0.0,0.7832167832167832,0,46,24,0.9347826086956522,0.05944055944055944,14,0,24.385397,Boleto Universitario
"hola, buenas noches.. me comunico porque yo me registre anteriormente al boleto universitario, pero la sube con el cual me registre se bloquio... ya hice el tramite de nuevo y ya tengo otra sube a mi nombre... queria saber como puedo hacer  el tramite del boleto universitario otra vez, porque trate de anotarme como lo hice antes pero me sale que ya tengo asignado el beneficio.. espero pronta respuesta. muchas gracias ",1,3,3,1,2018,3,8,4,1,1,52,4,421,0.0,0.7957244655581948,0,73,39,0.726027397260274,0.0332541567695962,11,0,24.370432,Boleto Universitario
"hola, buenos dias. queria un asesoramiento para sacar el boleto estudiantil. el 11 de marzo arranco a cursar mi primer año y necesitaria sacarlo antes de esa fecha. desde ya muchas gracias. ",2,1,3,1,2019,0,8,4,1,1,5,4,190,0.0,0.7947368421052632,0,33,14,0.9393939393939394,0.02631578947368421,4,0,24.3402,Boleto Universitario
hola quisiera saber cuando tendría el boleto estudiantil? hice el trámite hace dos semanas.. me dice que ya tengo el beneficio pero no se me acreditó nada ,5,1,9,2,2017,2,7,4,1,1,54,8,155,0.0,0.8064516129032258,3,28,17,0.8928571428571429,0.01935483870967742,2,0,24.336147,Boleto Universitario
"buenas tardes !!!! el día 14 de marzo inicie el trámite para el beneficio del boleto estudiantil, quisiera saber cuando hacen la recarga a mi sube ya que me está resultando difícil seguir pagando los viajes !!!! muchas gracias  ",3,1,4,1,2019,2,1,4,1,1,54,17,228,0.0,0.7763157894736842,4,41,21,0.9024390243902439,0.039473684210526314,1,0,24.305954,Boleto Universitario
"buenas noches. queria consultar, porque cuando quiero iniciar el tramite para solicitar el boleto me figura que ya tengo un beneficio asignado. pero cuando ingreso a el sistema de sube me dice que no. quisiera saber como se podria solucionar  ",1,4,9,2,2019,3,1,4,1,1,5,4,243,0.0,0.8148148148148148,0,42,20,0.8571428571428571,0.01646090534979424,3,0,24.236559,Boleto Universitario
"hola , yo hice el tramite del boleto estudiantil provincial hace como una semana y media y quería saber porque todavía no me llega el email de confirmación muchas gracias ! ",4,4,3,1,2019,3,8,4,1,1,0,4,173,0.0,0.8092485549132948,3,32,17,0.9375,0.011560693641618497,1,0,24.181046,Boleto Universitario
"queria consultar el estado del tramite para el boleto provincial estudiantil, lo inicie hace mas de una semana, saludos ",3,2,8,2,2018,2,8,4,1,1,54,4,120,0.0,0.825,0,20,10,0.95,0.016666666666666666,1,0,24.177039999999998,Boleto Universitario
buenas tardes. queria corroborar el tramite del boleto estudiantil y cuando entro a ver me dice &quot;la persona ya tiene un beneficio asignado&quot;. a que beneficio se refiere??? ,1,3,5,1,2017,2,1,1,1,1,3,8,181,0.0,0.7955801104972375,0,29,13,0.9310344827586207,0.03867403314917127,2,0,24.172848000000002,Boleto Universitario
