consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
"buenas días, cuando ingreso a iniciar trámite de boleto estudiantil me aparece la siguiente leyenda: &quot;error de credenciales&quot;. el beneficio lo tuve el año pasado entre octubre y noviembre.  ",0,1,3,1,2018,0,3,4,1,1,54,4,199,0.0,0.8090452261306532,2,31,13,0.9032258064516129,0.03015075376884422,2,0,19.676207,Boleto Universitario
"hola que tal quise inscribirme para el boleto estudiantil y me aparece error de credenciales, tengo la sube registrada a mi nombre y el año pasado ya tube el bemeficio muchas gracias!!! ",0,1,3,1,2018,0,7,3,1,1,54,0,186,0.0,0.8064516129032258,0,33,19,0.9090909090909091,0.021505376344086023,1,0,19.602472,Boleto Universitario
"buenos días, quise iniciar el proceso para el beneficio del boleto estudiantil pero la pagina me dice &quot;error de credenciales&quot;. me pueden decir a que se debe?  gracias. salduos. mauro. ",4,1,2,1,2018,0,4,4,1,1,43,4,194,0.0,0.788659793814433,1,32,15,0.90625,0.041237113402061855,4,0,19.422732999999997,Boleto Universitario
"para comenzar la solicitud de la sube al iniciar el tramite me dice error de credenciales, a que se debe?? o como hago ? ",0,1,3,1,2018,0,2,1,1,1,8,4,121,0.0,0.768595041322314,0,25,18,0.92,0.03305785123966942,1,0,19.205063,Boleto Universitario
no he podido ingresar a registrarme al boleto estudiantil provincial.. al hacerlo me dice error de credenciales.. podrian solucionarlo? gracias! ,6,2,7,1,2019,3,3,2,1,0,54,4,145,0.0,0.8206896551724138,0,21,9,0.9523809523809523,0.041379310344827586,4,0,19.004696,Boleto Universitario
buenas noches me dirijo por este medio para saber hasta cuando estaba o esta vigente el beneficio del boleto estudiantil ya que cuando quiero comenzarlo me poner &quot; error de credenciales&quot;. desde ya muchas gracias. ,1,3,6,1,2019,3,8,4,1,1,3,0,223,0.0,0.8161434977578476,0,36,14,0.9166666666666666,0.017937219730941704,2,0,18.470943,Boleto Universitario
"hola, hice hace un mes y algo el tramite online para el boleto estudiantil provincial pero no me asignaron nada en la sube. cuando quiero hacer el tramite otra vez me dice que ya tengo un beneficio asignado. &iquest;qué tengo que hacer? ",4,1,5,1,2019,1,8,4,1,1,3,0,237,0.0,0.7974683544303798,1,43,25,0.8372093023255814,0.02109704641350211,2,0,18.20725,Boleto Universitario
al iniciar el tramite del boleto estudiantil provincial me aparece el siguiente mensaje: error de credenciales. se bloquea y no me deja continuar. &iquest;que debo hacer?. todos los datos de mi perfil son correctos. gracias ,0,1,3,1,2018,0,1,2,1,1,48,0,224,0.0,0.8080357142857143,0,36,17,0.9166666666666666,0.03125,4,0,18.102173,Boleto Universitario
buenas tardes! el mes pasado ya inicie el tramite para recibir el beneficio del boleto estudiantil pero hasta ahora no lo recibo. ,2,1,6,1,2018,1,7,4,1,1,5,0,130,0.0,0.8153846153846154,0,23,11,0.9130434782608695,0.015384615384615385,1,0,18.075127,Boleto Universitario
buenos dias.  intento realizar el tramite para el boleto provincial y me sale la leyenda: &quot;error de credenciales&quot;. me podrían indicar como proceder?  gracias.  ,4,1,2,1,2018,0,3,3,1,1,5,4,170,0.0,0.788235294117647,1,28,14,0.8214285714285714,0.041176470588235294,3,0,17.499607,Boleto Universitario
"hola,buenos días. quería saber porqué cuando pongo para realizar nuevamente el boleto estudiantil provincial, me aparece error de credenciales. agradecería su ayuda. gracias. &iexcl;saludos! ",4,1,2,1,2018,0,6,3,1,1,54,0,191,0.0,0.8272251308900523,4,25,6,1.0,0.041884816753926704,4,0,17.4127,Boleto Universitario
"estimados, mi consulta es la siguiente, soy estudiante de la universidad sede san miguel, y cuando quiero solicitar el boleto estudiantil provincial, sale &quot;error de credenciales&quot;, quisiera saber cual seria el problema por el cual no puedo realizar el tramite, o si en realidad me corresponde el boleto estudiantil municipal?  saludos! ",4,1,2,1,2018,0,3,2,1,1,54,4,345,0.0,0.8144927536231884,0,53,26,0.8113207547169812,0.028985507246376812,1,0,17.230282,Boleto Universitario
"ya hice el tramite de la sube, del boleto estudiantil.. pero no se como recibir o que tengo que hacer para recibir ese beneficio. ",0,3,3,1,2018,3,8,4,1,1,54,9,130,0.0,0.7846153846153846,0,25,16,0.92,0.03076923076923077,3,0,17.227367,Boleto Universitario
"hola que tal,quisiera saber cuándo cargan el beneficio del boleto estudiantil en la sube ya que el mes pasado lo hice y no me han acreditado.desde ya gracias saludos ",0,5,7,1,2017,2,5,4,1,1,54,0,166,0.0,0.8132530120481928,1,30,19,0.9,0.012048192771084338,1,0,16.74559,Boleto Universitario
"hace mas o menos un mes hice el tramite por el boleto estudiantil provincial, y ahora cuando lo quiero volver a hacer porque al parecer no salí beneficiada ya que no me cargaron la sube; me dice que ya tengo un beneficio asignado. que quiere decir eso? ",4,4,8,2,2018,1,5,3,1,1,0,4,253,0.0,0.7984189723320159,1,48,28,0.8541666666666666,0.015810276679841896,1,0,16.33606,Boleto Universitario
cuando inició el trámite para el boleto provincial me salta error de credenciales quisiera saber porque gracias ,0,1,3,1,2018,0,2,2,1,1,54,4,112,0.0,0.8482142857142857,2,18,6,0.9444444444444444,0.0,1,0,16.335404999999998,Boleto Universitario
"el boleto estudiantil dice que ya tengo el beneficio otorgado pero no se carga a mi tarjeta sube, que tengo qur hacer? yo hice el tramite el año pasado ",1,1,3,1,2018,1,7,4,1,1,3,4,152,0.0,0.7960526315789473,0,30,18,0.8333333333333334,0.013157894736842105,1,0,16.073122,Boleto Universitario
hola perdí mi sube y le di de baja. hace un mes registre mi sube nueva y no tengo adquirido el boleto estudiantil por el cual se me otorgaba dinero en la sube todos los meses y se me cobraba el boleto con descuento. quisiera recuperar mi beneficio en mi nueva sube. saludos cordiales espero respuesta. ,3,4,3,1,2018,3,7,3,1,1,3,12,302,0.0,0.8013245033112583,1,57,33,0.7543859649122807,0.013245033112582781,4,0,16.071535,Boleto Universitario
"llene el formulario de pre inscripcion para la sube estudiantil y no pude terminar el tramite, figura error ",3,1,4,1,2018,2,8,4,1,0,2,0,108,0.0,0.8240740740740741,0,19,11,0.9473684210526315,0.009259259259259259,1,0,16.064116000000002,Boleto Universitario
"buenas noches ,queria consultar por el boleto estudiantil,hace mas de un mes  tramite lo del boleto estudiantil,y todavia me cobran como siempre el boleto ",3,2,6,1,2017,3,2,2,1,1,43,4,155,0.0,0.8193548387096774,0,26,13,0.8461538461538461,0.01935483870967742,1,0,16.009739,Boleto Universitario
"he perdido mi tarjeta sube con el beneficio del boleto estudiantil. he comprado una nueva tarjeta y la registré a nombre mío, como hago para obtener nuevamente el beneficio del boleto estudiantil? ",0,2,7,1,2017,2,7,3,1,1,27,4,197,0.0,0.8223350253807107,2,33,18,0.8181818181818182,0.015228426395939087,1,0,15.859822,Boleto Universitario
"buenas tardes, tengo el beneficio del boleto estudiantil que brinda la unlu. el tramite ya lo hice varias veces, pero esa sube se me rompió, ya registre otra pero no logro hacer de nuevo el tramite con la ultima sube, quisiera  saber como solucionarlo. gracias ",1,4,11,2,2017,1,6,3,1,1,5,0,261,0.0,0.8007662835249042,1,47,24,0.851063829787234,0.022988505747126436,2,0,15.845856,Boleto Universitario
"hola, quisiera consultar por el beneficio del boleto estudiantil. me dice que ya tengo un beneficio, el cual no ( hubo un error el jueves 24/8 con sube que figuraban todos con tarifa social, ya fue corregido en la fecha.. como hago para acceder al boleto?  gracias  gisela   ",4,4,8,2,2017,3,2,4,1,1,95,13,275,0.0,0.7672727272727272,0,53,33,0.8113207547169812,0.025454545454545455,3,0,15.765007,Boleto Universitario
quería saber que beneficio tengo en la sube y porque no puedo hacer el boleto estudiantil ,6,4,8,2,2019,2,3,4,1,0,5,0,90,0.0,0.8222222222222222,1,17,8,1.0,0.0,1,0,15.72497,Boleto Universitario
buenos días.  el cuatrimestre pasado me inscribí al boleto estudiantil provincial y me lo aprobaron. a partir de los días 20 de cada mes se me cargaban $315 en la sube. este mes quise cargarlo y me decía que no había cargas pendientes. quería saber porque me pasa eso y si tengo que hacer algún nuevo tramite para seguir con el beneficio. gracias! ,1,4,3,1,2018,1,7,3,1,1,27,4,348,0.0,0.7816091954022989,7,65,36,0.8307692307692308,0.017241379310344827,5,0,15.581671,Boleto Universitario
"boleto estudiantil: a quien corresponda: gestione el tramite, del boleto estudiantil con mi sube. hace una semana atrás. pero aun no veo acreditado en mi sube el monto. podrán indicarme los pasos, el tramite se gestiono? con quien debo comunicarme?? ",2,1,7,1,2017,0,3,2,1,1,3,4,250,0.0,0.8,2,41,21,0.8536585365853658,0.04,3,0,15.555716,Boleto Universitario
"buenas tardes, quisiera realizar una consulta con respecto al boleto estudiantil. yo ya tenia el beneficio, pero cuando me acerque a una terminal sube este mes y me figura como que no tengo cargas pendientes. intente realizar la solicitud del boleto, pero me dice que ya tengo el beneficio. gracias. ",1,3,4,1,2018,2,5,2,1,1,27,4,300,0.0,0.81,0,51,27,0.8235294117647058,0.023333333333333334,4,0,15.521148,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,4,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,15.50031,Boleto Universitario
"hola mí consulta es registre mi tarjeta sube con el beneficio de boleto estudiantil , pero lamentablemente se me rompió la sube ya di de baja. como hago para obtener de nuevo el beneficio del boleto desde ya muchas gracias  ",3,1,8,2,2017,1,8,3,1,1,52,4,224,0.0,0.8080357142857143,2,42,26,0.8095238095238095,0.008928571428571428,1,0,15.092579,Boleto Universitario
"hola, quiero saber cuando puedo realizar el tramite del boleto estudiantil, ya que el sistema me salta error. ",0,1,3,1,2018,1,2,0,0,0,0,0,110,0.0,0.8090909090909091,0,19,7,0.9473684210526315,0.02727272727272727,1,0,15.049752999999999,Boleto Universitario
en la solicitud del  boleto estudiantil provincial me dice que ya tengo un beneficio asignado. pero es un error. como puedo tramitar de nuevo el beneficio? ,2,3,3,1,2018,3,3,1,1,1,4,4,156,0.0,0.8076923076923077,0,28,16,0.9285714285714286,0.019230769230769232,2,0,15.033969,Boleto Universitario
"hola buenas tardes, queria consultar por el tema del boleto estudiantil provincial. yo realice el tramite y me dice que tengo un beneficio otorgado pero de todas formas no se me brinda la carga en mi sube. ni en el mes de abril , ni de mayo se me cargo nada no sabría por que.  gracias  ",5,1,5,1,2019,1,8,4,1,1,54,4,287,0.0,0.7804878048780488,1,59,38,0.7796610169491526,0.017421602787456445,3,0,15.024269,Boleto Universitario
"he dado de baja mi sube por perdida. necesito registrar otra, para poder acceder al beneficio del boleto estudiantil. ",6,4,6,1,2018,1,6,2,1,1,27,4,118,0.0,0.8135593220338984,0,20,11,1.0,0.025423728813559324,2,0,14.995003,Boleto Universitario
me dice que ya poseo él beneficio del boleto estudiantil  pero no me acreditan él saldo en la sube ,3,1,4,1,2019,3,8,4,1,1,5,16,99,0.0,0.797979797979798,2,21,15,0.8571428571428571,0.0,1,0,14.995003,Boleto Universitario
el año pasado recibía el beneficio del boleto estudiantil en la sube pero me la robaron en enero. ahora tengo una nueva sube registrada a mi nombre. el beneficio se aplica a la nueva sube o debo realizar de nuevo el trámite en el &quot;perfil estudiante&quot; en la parte &quot;boleto estudiantil provincial&quot;? saludos. ,1,1,3,1,2018,1,7,3,1,1,1,0,324,0.0,0.7993827160493827,2,54,29,0.7037037037037037,0.024691358024691357,3,0,14.9529085,Boleto Universitario
"hola, mire la consulta que tengo es que al seleccionar iniciar tramite del boleto estudiantil, me dice que ya tengo asignado un beneficio, yo ya registre mi sube y ya había seleccionado iniciar tramite, descargue la solicitud. y ahora que debo hacer?? ",1,2,3,1,2018,3,8,4,1,1,3,4,252,0.0,0.8055555555555556,1,43,23,0.7906976744186046,0.027777777777777776,1,0,14.814020999999999,Boleto Universitario
"hola! hace aproximadamente un mes hice el trámite del boleto estudiantil, pero todavía no me dan el beneficio. la sube ya está a mi nombre, llene el formulario correspondiente y nunca me mandaron el mail.  espero que puedan ayudarme, muchas gracias!  ",0,2,8,2,2019,3,7,4,1,1,27,4,251,0.0,0.8007968127490039,3,44,25,0.8636363636363636,0.027888446215139442,2,0,14.789924,Boleto Universitario
"hola quise hacer el tramite para el beneficio del boleto estudiantil  y me dice que ya tengo un beneficio asignado, queria saber cual es ese beneficio?? ",3,1,6,1,2017,2,6,3,1,1,54,0,153,0.0,0.803921568627451,0,28,16,0.8928571428571429,0.0196078431372549,1,0,14.788107,Boleto Universitario
"buenas tardes, según lo informado en el boleto estudiantil provincial accedí al beneficio pero al ingresar a mi sube aparece que no poseo ningún beneficio. gracias.  ",1,2,3,1,2019,1,6,3,1,1,27,0,166,0.0,0.8192771084337349,3,28,13,0.9285714285714286,0.018072289156626505,2,0,14.774428,Boleto Universitario
no se me adjudica el beneficio del boleto estudiantil en las terminales sube y ya hice todos los trámites correspondientes. ,3,2,3,1,2019,1,4,2,1,1,43,0,124,0.0,0.8306451612903226,1,21,13,1.0,0.008064516129032258,1,0,14.76651,Boleto Universitario
hola buenos días. quería saber si estoy a tiempo en el mes de mayo de solicitar cambio de carrera? actualmente estoy en administración y quisiera cambiarme a trabajo social. muchas gracias ,5,3,5,1,2019,0,3,3,1,1,3,4,189,0.0,0.8201058201058201,3,32,14,0.84375,0.015873015873015872,2,0,14.989334,Cambio de Carrera
completé la solicitud de cambio de carrera a profesorado en fisica. ,4,1,11,2,2018,2,6,4,1,1,8,9,68,0.0,0.8235294117647058,1,12,6,0.9166666666666666,0.014705882352941176,1,0,13.871443,Cambio de Carrera
completé la solicitud de cambio de carrera a profesorado en fisica. ,4,1,11,2,2018,2,6,4,1,1,8,9,68,0.0,0.8235294117647058,1,12,6,0.9166666666666666,0.014705882352941176,1,0,13.871443,Cambio de Carrera
"hola me gustaria reincorporarme a la universidad y solicitar cambio de carrera a tecnicatura en alimentos, y si es posible pedir equivalencias de matematicas y quimica inorganica que tengo aprobadas en la licenciatura. si es posible les agradeceria asesormiento para llevarlo a cabo.muchas gracias saludos ",3,1,10,2,2019,3,1,1,1,1,18,4,306,0.0,0.8431372549019608,0,46,22,0.782608695652174,0.00980392156862745,2,0,13.158854500000002,Cambio de Carrera
yo pedi cambio de carrera de administracion a livenciatura de enfermeria.quisiera confirmar si fue posible el cambio. ,3,4,12,2,2018,2,2,1,1,1,52,0,118,0.0,0.8389830508474576,0,18,10,0.8888888888888888,0.01694915254237288,2,0,12.572102000000001,Cambio de Carrera
"buen día, quisiera solicitar la simultaneidad con la carrera de licenciatura en administración , es posible??   muchas gracias!! ",3,4,12,2,2018,1,4,2,1,1,54,4,129,0.0,0.7984496124031008,2,21,12,0.8571428571428571,0.046511627906976744,1,0,12.455978,Cambio de Carrera
"buenas noches. quisiera saber como debo hacer para realizar cambio de carrera. estoy inscripta en licenciatura en administración, pero quisiera cambiarme a trabajo social. gracias  ",1,5,10,2,2018,3,6,0,0,0,3,12,181,0.0,0.8342541436464088,1,27,10,0.8888888888888888,0.022099447513812154,3,0,12.351227,Cambio de Carrera
"hola, quisiera saber en adonde tengo que ir para solicitar el cambio de carrera. muchas gracias ",3,5,3,1,2017,3,1,4,1,0,5,0,96,0.0,0.8125,0,17,7,1.0,0.020833333333333332,1,0,12.115624,Cambio de Carrera
"hola, que tal? preciso saber si puedo hacer cambio de carrera en abril, ya que yo me he cambiado anteriormente de carrera y no se si puedo volver a hacerlo. y tengo otra inquietud, será que puedo ir desde ya a las clases de la otra carrera a la que quiero cambiarme? agradezco su pronta respuesta. saludos ",3,2,3,1,2019,1,7,4,1,0,8,4,306,0.0,0.7908496732026143,1,58,32,0.7241379310344828,0.02287581699346405,2,0,11.945438000000001,Cambio de Carrera
"buenas tardes, me gustaría saber que se debe hacer para solicitar un cambio de carrera.  muchas gracias. ",3,5,12,2,2016,2,7,3,1,1,25,0,105,0.0,0.8,1,19,9,0.9473684210526315,0.02857142857142857,2,0,11.922164,Cambio de Carrera
"hola, quería solicitar un cambio de horario de asignatura (estudio de la const.nac.y los der.human.) porque la solicite en el mismo horario y día que otra (psicologia general y social) , seria posible el cambio ? ",3,2,2,1,2018,2,7,4,1,1,5,4,213,0.0,0.7793427230046949,2,37,18,0.8108108108108109,0.03286384976525822,4,0,11.9171295,Cambio de Carrera
"buenas tardes! queria acceder a mi usuario, para poder cambiarme de carrera a ing. industrial y de ser posible y previamente autorizado actuar de oyente en las materias del 2do cuatrimetre, dado que perdi el inicio de clases. cabe destacar, que mis datos estan vinculados a la carrera lic. en sistemas, por ello menciono que quiero hacer un cambio de carrera.  desde ya muchas gracias! ",5,1,5,1,2017,2,2,0,0,1,17,8,386,0.0,0.8005181347150259,0,67,34,0.8208955223880597,0.025906735751295335,4,0,11.786394999999999,Cambio de Carrera
"hola, quisiera saber cuantas veces uno puede perder la regularidad en la carrera y volver a solicitar la reincorporacion, muchas gracias. ",3,4,2,1,2017,3,5,2,1,0,18,0,138,0.0,0.8260869565217391,0,22,8,0.9090909090909091,0.021739130434782608,1,0,11.546382000000001,Cambio de Carrera
solicito si es posible mandarme el certificado de inscripción a la carrera. necesito para solicitar la beca ,0,1,5,1,2016,0,1,1,1,1,5,4,108,0.0,0.8333333333333334,1,18,10,0.9444444444444444,0.009259259259259259,1,0,11.505208999999999,Cambio de Carrera
"hola, yo me inscribí para la carrera trabajo social para el 2016 y algunas materias que elegi en la preinscripcion las quiero cambiar. eso es posible?. gracias ",4,2,2,1,2016,2,7,0,0,0,5,0,160,0.0,0.78125,1,28,15,0.9285714285714286,0.025,2,0,11.504121000000001,Cambio de Carrera
"hola! me gustaría saber si es posible cambiarme de carrera (de ingeniería en alimentos a contador público). y en caso de ser posible &iquest;tengo que presentar algún documento?. también, me gustaría saber si puedo integrarme en este cuatrimestre o en todo caso &iquest;cómo sería?. gracias. ",4,4,5,1,2017,2,7,4,1,0,1,4,292,0.0,0.797945205479452,8,46,22,0.782608695652174,0.03424657534246575,4,0,11.351180000000001,Cambio de Carrera
"hola, quería saber como tramito un cambio de carrera. me tengo que presentar en la universidad o es online el tramite? estaba interesado en cambiarme a licenciatura en administración. desde ya, gracias! ",1,1,2,1,2019,0,6,3,1,1,17,4,203,0.0,0.812807881773399,2,33,15,0.9393939393939394,0.029556650246305417,2,0,11.237442999999999,Cambio de Carrera
"hola, queria realizar una consulta sobre si es posible realizar el cambio de carrera por lic. comercio exterior  ",2,1,7,1,2016,1,5,3,1,0,3,0,113,0.0,0.8141592920353983,0,20,9,0.9,0.017699115044247787,1,0,11.189406,Cambio de Carrera
"hola, soy ingresante de la carrera contador público y estoy anotada en la materia (20102)tintroducción a la administración en la comisión número 2. quisiera saber si es posible cambiarme a la comisión número 7. en el caso de ser posible, me gustaría saber cómo. desde ya muchas gracias, daiana ",5,4,2,1,2016,0,5,3,1,0,54,0,294,0.0,0.782312925170068,9,50,24,0.78,0.02040816326530612,3,0,10.929732000000001,Cambio de Carrera
hola quisiera cambiarme de carrera estaba haciendo lic. en administración  q se necesita para el cambio.?? .quiero inscribirme acá en la pagina web no puedo ingresar quisiera saber xq??  ,3,3,1,1,2018,2,8,4,1,1,0,0,187,0.0,0.7967914438502673,2,32,17,0.875,0.0374331550802139,3,0,10.89131,Cambio de Carrera
"hola buen dia, queria saber si puedo solicitar un cambio de carrera via web o debo presentar todo nuevamente en administracion. muchas gracias ",2,3,7,1,2018,3,6,4,1,1,16,4,143,0.0,0.8251748251748252,0,24,13,1.0,0.013986013986013986,1,0,10.879804,Cambio de Carrera
"buen dia, queria saber si era posible cambiarme de taller, estoy para empezar en el de lectura y comprension y queria pasarme al de matematica. gracias ",4,3,1,1,2017,0,7,0,0,0,0,0,152,0.0,0.8092105263157895,0,27,14,0.8518518518518519,0.019736842105263157,1,0,10.646636,Cambio de Carrera
buenos dias! estoy inscripta en la carrera de lic en administración y me interesaría realizar el cambio de carrera para contador publico. quisiera solicitar asesoramiento para realizar el trámite.  muchas gracias! ,2,1,2,1,2018,3,5,2,1,1,3,12,214,0.0,0.8317757009345794,3,33,14,0.7878787878787878,0.018691588785046728,2,0,10.438450999999999,Cambio de Carrera
buenas tardes. quisiera saber por el cambio de carrera. estoy actualmente inscripta en contador y quisiera cambiarme a la carrera de administración. que tramite debo hacer? que plazos o fecha debo hacerlo? lo puedo realizar en la cede de campana? muchas gracias.  atte. albornoz carla ,3,1,7,1,2016,2,3,2,1,1,54,4,285,0.0,0.8105263157894737,1,47,20,0.8297872340425532,0.028070175438596492,5,0,10.431269,Cambio de Carrera
"buenas tardes , yo me recibi , recibi el diploma , estoy cursando en la unlu la licenciatura en educacion fisica , quisiera solicitar mi analitico , o materias aprobadas con promedio final del profesorado de educacion fisica .  muchas gracias  rojas julieta  ",2,2,4,1,2016,2,4,2,1,1,43,0,259,0.0,0.7992277992277992,0,47,23,0.7446808510638298,0.023166023166023165,1,0,10.428929,Cambio de Carrera
"hace poco días me inscribí a la carrera de licenciatura en ciencias biológicas. quería saber si es posible cambiarme a la tecnicatura de análisis de sistemas para cursar en pilar, antes del inicio del segundo cuatrimestre. ",0,1,6,1,2018,2,6,0,0,1,18,0,223,0.0,0.8251121076233184,5,37,19,0.8378378378378378,0.013452914798206279,2,0,10.366863,Cambio de Carrera
hola .necesito solicitar mi titulo.yo realicé la defensa de mi tesina en diciembre del 2016.espero su respuesta .gracias ,0,1,2,1,2017,2,3,2,1,1,26,16,121,0.0,0.7851239669421488,1,19,9,0.9473684210526315,0.03305785123966942,4,0,10.328403999999999,Cambio de Carrera
"estimados   deseo consultar que posibilidades tengo para cambiar de carrera, si es posible hacerlo para comenzar a cursar en el 2do período 2016.  a la espera de respuesta saludo atte.- ",5,3,4,1,2016,2,1,1,1,1,0,0,186,0.0,0.7741935483870968,1,34,17,0.8235294117647058,0.016129032258064516,2,0,10.260432000000002,Cambio de Carrera
buenas tardes quiero reingresar a la universidad. presente el cambio de carrera el 30/05/2016 y aun no puedo ingresar a la web. quedo a la espera de sus comentarios. muchas gracias ,1,2,6,1,2016,1,2,1,1,1,3,4,181,0.0,0.7569060773480663,0,32,16,0.8125,0.016574585635359115,3,0,10.201049000000001,Cambio de Carrera
buenas tardes quiero reingresar a la universidad. presente el cambio de carrera el 30/05/2016 y aun no puedo ingresar a la web. quedo a la espera de sus comentarios. muchas gracias ,1,2,6,1,2016,1,2,1,1,1,3,4,181,0.0,0.7569060773480663,0,32,16,0.8125,0.016574585635359115,3,0,10.201049000000001,Cambio de Carrera
hola buenos días. estoy inscripta en la carrera licenciatura en trabajo social y quiero cambiarme a licenciatura en cs. de la educación pero no se que debo hacer para realizar el cambio de carrera y así poder comenzar este cuatrimestre. saludos! ,4,1,2,1,2018,2,7,3,1,1,5,4,246,0.0,0.8170731707317073,3,42,22,0.8333333333333334,0.016260162601626018,3,0,10.192,Cambio de Carrera
"buenas tardes, quería saber cómo cambiarme de carrera  ",6,3,6,1,2018,3,8,4,1,1,3,0,55,0.0,0.8181818181818182,2,10,4,0.9,0.01818181818181818,1,0,10.164991,Cambio de Carrera
me quiero anotar para la carrera de profesorado en educacion fisica. gracias ,1,3,10,2,2017,1,7,0,0,1,43,4,77,0.0,0.8311688311688312,0,13,6,1.0,0.012987012987012988,1,0,10.01909,Cambio de Carrera
buenos días. quisiera saber si se puede solicitar por este medio un segundo cambio de carrera. espero la respuesta. saludo atte. andrea frabasile ,3,1,5,1,2017,3,3,1,1,1,4,0,146,0.0,0.815068493150685,1,24,8,1.0,0.0273972602739726,4,0,10.012161,Cambio de Carrera
